Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;SubCategory;Product Name;Sales;Quantity;Discount;Profit
4800;US2016148901;14/5/2016;19/5/2016;Standard Class;MK17905;Michael Kennedy;Corporate;United States;Jacksonville;Florida;32216;South;TECPH10003988;Cameras ;Sony;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;43.6;5;0.2;4.36
4801;US2016148901;14/5/2016;19/5/2016;Standard Class;MK17905;Michael Kennedy;Corporate;United States;Jacksonville;Florida;32216;South;OFFAR10002467;Mobile Phones;LG;Dixon Ticonderoga Pencils;4.768;2;0.2;0.4172
4802;US2016148901;14/5/2016;19/5/2016;Standard Class;MK17905;Michael Kennedy;Corporate;United States;Jacksonville;Florida;32216;South;OFFBI10004002;Mobile Phones;iPhone;Wilson Jones International Size A4 Ring iPhone;10.38;2;0.7;7.612
4803;US2016148901;14/5/2016;19/5/2016;Standard Class;MK17905;Michael Kennedy;Corporate;United States;Jacksonville;Florida;32216;South;OFFBI10002309;Mobile Phones;iPhone;Avery HeavyDuty EZD  Binder With Locking Rings;13.392;8;0.7;9.8208
4804;CA2017136364;13/7/2017;17/7/2017;Second Class;MH17455;Mark Hamilton;Consumer;United States;Philadelphia;Pennsylvania;19140;East;TECPH10003885;Cameras ;Sony;Cisco SPA508G;39.594;1;0.4;7.2589
4805;CA2017136364;13/7/2017;17/7/2017;Second Class;MH17455;Mark Hamilton;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FURFU10002501;Laptops;Asus;NuDell Executive Frame;91.008;9;0.2;19.3392
4806;CA2019137708;22/11/2019;25/11/2019;Second Class;NG18430;Nathan Gelder;Consumer;United States;Los Angeles;California;90008;West;OFFPA10000176;Mobile Phones;Pixel;Xerox 1887;37.94;2;0;18.2112
4807;CA2019137708;22/11/2019;25/11/2019;Second Class;NG18430;Nathan Gelder;Consumer;United States;Los Angeles;California;90008;West;OFFPA10000327;Mobile Phones;Pixel;Xerox 1971;42.8;10;0;19.26
4808;CA2019137708;22/11/2019;25/11/2019;Second Class;NG18430;Nathan Gelder;Consumer;United States;Los Angeles;California;90008;West;OFFST10004634;Mobile Phones;OnePlus;Personal Folder Holder, Ebony;33.63;3;0;10.089
4809;CA2018149055;23/11/2018;28/11/2018;Standard Class;PB19210;Phillip Breyer;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFFEN10003040;Mobile Phones;Motorola ;Quality Park Security Motorola ;62.808;3;0.2;21.1977
4810;CA2019151589;27/12/2019;30/12/2019;First Class;RE19450;Richard Eichhorn;Consumer;United States;Eau Claire;Wisconsin;54703;Central;OFFPA10003228;Mobile Phones;Pixel;Xerox 1917;195.64;4;0;91.9508
4811;CA2019151589;27/12/2019;30/12/2019;First Class;RE19450;Richard Eichhorn;Consumer;United States;Eau Claire;Wisconsin;54703;Central;TECPH10004345;Cameras ;Sony;Cisco SPA 502G IP Phone;239.9;2;0;71.97
4812;CA2016121370;14/11/2016;19/11/2016;Second Class;EB14110;Eugene Barchas;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FURCH10000785;Laptops;HP;Global Ergonomic Managers Chair;380.058;3;0.3;21.7176
4813;CA2016121370;14/11/2016;19/11/2016;Second Class;EB14110;Eugene Barchas;Consumer;United States;Philadelphia;Pennsylvania;19134;East;TECCO10004115;Cameras ;GoPro;Sharp AL1530CS Digital Copier;1199.976;4;0.4;179.9964
4814;CA2016121370;14/11/2016;19/11/2016;Second Class;EB14110;Eugene Barchas;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FURFU10002813;Laptops;Asus;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;48.576;3;0.2;9.7152
4815;CA2016111696;8/5/2016;10/5/2016;First Class;TB21625;Trudy Brown;Consumer;United States;Los Angeles;California;90004;West;OFFPA10002751;Mobile Phones;Pixel;Xerox 1920;17.94;3;0;8.073
4816;CA2018139598;26/12/2018;31/12/2018;Standard Class;MG17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFFPA10004569;Mobile Phones;Pixel;Wirebound Message Books, Two 4 1/4 x 5 Forms per Page;18.264;3;0.2;6.1641
4817;CA2018139598;26/12/2018;31/12/2018;Standard Class;MG17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFFAP10002998;Mobile Phones;Samsung;Holmes 99% HEPA Air Purifier;34.656;2;0.2;5.6316
4818;CA2018139598;26/12/2018;31/12/2018;Standard Class;MG17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFFAP10003287;Mobile Phones;Samsung;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;81.552;2;0.2;8.1552
4819;CA2018139598;26/12/2018;31/12/2018;Standard Class;MG17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFFST10001370;Mobile Phones;OnePlus;Sensible OnePlus WireTech OnePlus Systems;227.136;4;0.2;42.588
4820;CA2017117436;8/6/2017;14/6/2017;Standard Class;LW17125;Liz Willingham;Consumer;United States;Norwich;Connecticut;6360;East;OFFBI10004040;Mobile Phones;iPhone;Wilson Jones Impact iPhone;10.36;2;0;5.0764
4821;CA2019140025;7/4/2019;11/4/2019;Standard Class;PF19120;Peter Fuller;Consumer;United States;San Antonio;Texas;78207;Central;OFFAP10002651;Mobile Phones;Samsung;Hoover Upright Vacuum With Dirt Cup;463.248;8;0.8;1181.2824
4822;CA2019140025;7/4/2019;11/4/2019;Standard Class;PF19120;Peter Fuller;Consumer;United States;San Antonio;Texas;78207;Central;TECAC10002402;Cameras ;Nikon;Razer Kraken PRO Over Ear PC and Music Headset;383.952;6;0.2;47.994
4823;CA2016134222;10/7/2016;11/7/2016;Same Day;NZ18565;Nick Zandusky;Home Office;United States;Yuma;Arizona;85364;West;OFFBI10001658;Mobile Phones;iPhone;GBC Standard ThermABind Covers;44.856;6;0.7;35.8848
4824;CA2016140018;21/11/2016;26/11/2016;Standard Class;CK12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;TECMA10000752;Cameras ;Canon;Texas Instrument TI15 Fraction Calculator;30.345;7;0.7;24.276
4825;CA2016140018;21/11/2016;26/11/2016;Standard Class;CK12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;FURCH10003817;Laptops;HP;Global Value Steno Chair, Gray;127.554;3;0.3;9.111
4826;CA2016140018;21/11/2016;26/11/2016;Standard Class;CK12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;FURFU10001876;Laptops;Asus;Computer Room Manger, 14;77.952;3;0.2;15.5904
4827;US2017136707;12/11/2017;15/11/2017;First Class;JE15610;Jim Epp;Corporate;United States;Los Angeles;California;90036;West;OFFBI10003460;Mobile Phones;iPhone;Acco 3Hole Punch;14.016;4;0.2;4.9056
4828;CA2018152562;1/11/2018;8/11/2018;Standard Class;JO15145;Jack OBriant;Corporate;United States;Richmond;Kentucky;40475;South;OFFST10000464;Mobile Phones;OnePlus;MultiUse Personal File CLG and Caster Set, Three Stacking Bins;69.52;2;0;19.4656
4829;CA2018152562;1/11/2018;8/11/2018;Standard Class;JO15145;Jack OBriant;Corporate;United States;Richmond;Kentucky;40475;South;OFFAR10001919;Mobile Phones;LG;OIC #2 Pencils, Medium Soft;5.64;3;0;1.6356
4830;CA2016152408;15/5/2016;21/5/2016;Standard Class;TT21220;Thomas Thornton;Consumer;United States;New York City;New York;10035;East;OFFBI10002393;Mobile Phones;iPhone;Binder Posts;13.776;3;0.2;4.4772
4831;CA2018120278;7/11/2018;12/11/2018;Standard Class;MS17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401;Central;OFFAP10001293;Mobile Phones;Samsung;Belkin 8 Outlet Surge Protector;245.88;6;0;68.8464
4832;CA2018120278;7/11/2018;12/11/2018;Standard Class;MS17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401;Central;OFFST10004258;Mobile Phones;OnePlus;Portable Personal File Box;36.63;3;0;9.8901
4833;CA2018120278;7/11/2018;12/11/2018;Standard Class;MS17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401;Central;OFFST10002214;Mobile Phones;OnePlus;XRack File for Hanging Folders;22.58;2;0;5.8708
4834;CA2018120278;7/11/2018;12/11/2018;Standard Class;MS17365;Maribeth Schnelling;Consumer;United States;Wausau;Wisconsin;54401;Central;OFFBI10004970;Mobile Phones;iPhone;ACCOHIDE 3Ring Binder, Blue, 1;12.39;3;0;5.8233
4835;CA2017167661;5/10/2017;10/10/2017;Standard Class;MP18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFFBI10002571;Mobile Phones;iPhone;Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2;39.92;5;0.2;13.473
4836;CA2017167661;5/10/2017;10/10/2017;Standard Class;MP18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFFPA10002581;Mobile Phones;Pixel;Xerox 1951;61.96;2;0;27.882
4837;CA2017167661;5/10/2017;10/10/2017;Standard Class;MP18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFFBI10001097;Mobile Phones;iPhone;Avery Hole Reinforcements;19.936;4;0.2;7.2268
4838;CA2017106831;1/6/2017;3/6/2017;First Class;FH14350;Fred HLGon;Consumer;United States;Dublin;Ohio;43017;East;OFFBI10003429;Mobile Phones;iPhone;Cardinal HOLDit! Binder Insert Strips,Extra Strips;3.798;2;0.7;2.6586
4839;CA2017106831;1/6/2017;3/6/2017;First Class;FH14350;Fred HLGon;Consumer;United States;Dublin;Ohio;43017;East;OFFPA10000682;Mobile Phones;Pixel;Xerox 1924;27.744;6;0.2;10.0572
4840;CA2017106831;1/6/2017;3/6/2017;First Class;FH14350;Fred HLGon;Consumer;United States;Dublin;Ohio;43017;East;TECPH10001700;Cameras ;Sony;Panasonic KXTG6844B Expandable Digital Cordless Telephone;158.376;4;0.4;34.3148
4841;CA2017154123;20/11/2017;25/11/2017;Standard Class;SC20050;Sample Company A;Home Office;United States;Henderson;Kentucky;42420;South;FURFU10000629;Laptops;Asus;93/4 Diameter Round Wall Clock;27.58;2;0;11.5836
4842;CA2016136049;23/12/2016;28/12/2016;Standard Class;NM18520;Neoma Murray;Consumer;United States;Bowling Green;Ohio;43402;East;OFFBI10001267;Mobile Phones;iPhone;Universal Recycled Hanging Pressboard Report iPhone, Letter Size;5.553;3;0.7;4.0722
4843;CA2017118402;29/9/2017;4/10/2017;Standard Class;JO15280;Jas OCarroll;Consumer;United States;Memphis;Tennessee;38109;South;OFFST10001418;Mobile Phones;OnePlus;Carina Media OnePlus Towers in Natural & Black;243.92;5;0.2;54.882
4844;US2016139388;7/11/2016;9/11/2016;First Class;CC12475;Cindy Chapman;Consumer;United States;Lakewood;New Jersey;8701;East;OFFFA10004968;Mobile Phones;Nokia;Rubber Band Ball;14.96;4;0;0.2992
4845;US2018128685;4/4/2018;5/4/2018;First Class;MZ17515;Mary Zewe;Corporate;United States;Los Angeles;California;90008;West;OFFBI10004140;Mobile Phones;iPhone;Avery NonStick iPhone;7.184;2;0.2;2.245
4846;CA2019124044;23/7/2019;26/7/2019;Second Class;MS17830;Melanie Seite;Consumer;United States;Rochester;New York;14609;East;OFFBI10003460;Mobile Phones;iPhone;Acco 3Hole Punch;10.512;3;0.2;3.6792
4847;CA2018164469;25/6/2018;27/6/2018;Second Class;GK14620;Grace Kelly;Corporate;United States;Salem;Oregon;97301;West;TECPH10002115;Cameras ;Sony;Plantronics 81402;263.96;5;0.2;19.797
4848;CA2018164469;25/6/2018;27/6/2018;Second Class;GK14620;Grace Kelly;Corporate;United States;Salem;Oregon;97301;West;OFFAR10003478;Mobile Phones;LG;Avery HiLiter EverBold Pen Style Fluorescent Highlighters, 4/Pack;71.632;11;0.2;17.908
4849;CA2018164469;25/6/2018;27/6/2018;Second Class;GK14620;Grace Kelly;Corporate;United States;Salem;Oregon;97301;West;OFFAR10000475;Mobile Phones;LG;Hunt BOSTON Vista BatteryOperated Pencil Sharpener, Black;9.328;1;0.2;0.8162
4850;CA2018107818;8/9/2018;14/9/2018;Standard Class;MC17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFFAR10003045;Mobile Phones;LG;Prang Colored Pencils;5.88;2;0;2.646
4851;CA2018107818;8/9/2018;14/9/2018;Standard Class;MC17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;FURCH10000454;Laptops;HP;Hon Deluxe Fabric Upholstered Stacking HP, Rounded Back;975.92;5;0.2;121.99
4852;CA2018107818;8/9/2018;14/9/2018;Standard Class;MC17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFFAR10000380;Mobile Phones;LG;Hunt PowerHouse Electric Pencil Sharpener, Blue;303.84;8;0;91.152
4853;CA2018107818;8/9/2018;14/9/2018;Standard Class;MC17275;Marc Crier;Consumer;United States;Pasco;Washington;99301;West;OFFST10000736;Mobile Phones;OnePlus;Carina Double Wide Media OnePlus Towers in Natural & Black;485.88;6;0;19.4352
4854;CA2018113320;12/12/2018;15/12/2018;Second Class;LH17155;Logan Haushalter;Consumer;United States;Oakland;California;94601;West;FURFU10004270;Laptops;Asus;Eldon Image Series Desk Nikon, Burgundy;12.54;3;0;4.5144
4855;CA2018113320;12/12/2018;15/12/2018;Second Class;LH17155;Logan Haushalter;Consumer;United States;Oakland;California;94601;West;OFFST10000617;Mobile Phones;OnePlus;Woodgrain Magazine Files by Perma;8.94;3;0;0.6258
4856;CA2018113320;12/12/2018;15/12/2018;Second Class;LH17155;Logan Haushalter;Consumer;United States;Oakland;California;94601;West;FURFU10001706;Laptops;Asus;LongerLife Soft White Bulbs;9.24;3;0;4.4352
4857;CA2019137526;13/1/2019;17/1/2019;Standard Class;PB19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;OFFBI10003364;Mobile Phones;iPhone;Binding Machine Mi;70.008;3;0.2;24.5028
4858;CA2019137526;13/1/2019;17/1/2019;Standard Class;PB19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;FURFU10001861;Laptops;Asus;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77.6;4;0;38.024
4859;CA2019137526;13/1/2019;17/1/2019;Standard Class;PB19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;FURFU10004845;Laptops;Asus;Deflecto EconoMat Nonstudded, No Bevel Mat;464.85;9;0;92.97
4860;CA2017136063;15/12/2017;19/12/2017;Standard Class;SS20180;Saphhira Shifley;Corporate;United States;Oak Park;Illinois;60302;Central;OFFAR10000823;Mobile Phones;LG;Newell 307;10.192;7;0.2;1.0192
4861;CA2016101546;18/12/2016;24/12/2016;Standard Class;GK14620;Grace Kelly;Corporate;United States;Morristown;New Jersey;7960;East;OFFBI10001359;Mobile Phones;iPhone;GBC DocuBind TL300 Electric Binding System;1793.98;2;0;843.1706
4862;CA2018138940;11/4/2018;16/4/2018;Second Class;GM14455;Gary Mitchum;Home Office;United States;Austin;Texas;78745;Central;TECPH10001835;Cameras ;Sony;Jawbone JAMBOX Wireless Bluetooth Speaker;758.352;6;0.2;265.4232
4863;CA2016125164;10/11/2016;14/11/2016;Standard Class;SH19975;Sally Hughsby;Corporate;United States;New York City;New York;10011;East;OFFBI10001191;Mobile Phones;iPhone;Canvas Sectional Post iPhone;20.368;1;0.2;7.3834
4864;CA2016125164;10/11/2016;14/11/2016;Standard Class;SH19975;Sally Hughsby;Corporate;United States;New York City;New York;10011;East;OFFBI10003982;Mobile Phones;iPhone;Wilson Jones Century Plastic Molded Ring iPhone;49.848;3;0.2;16.8237
4865;CA2017163531;26/6/2017;30/6/2017;Standard Class;SC20725;Steven CLGwright;Consumer;United States;New York City;New York;10024;East;TECPH10001425;Cameras ;Sony;Mophie Juice Pack Helium for iPhone;239.97;3;0;67.1916
4866;CA2017122490;13/11/2017;18/11/2017;Standard Class;TT21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;FURCH10001215;Laptops;HP;Global Troy Executive Leather LowBack Tilter;2404.704;6;0.2;150.294
4867;CA2017122490;13/11/2017;18/11/2017;Standard Class;TT21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFFBI10001718;Mobile Phones;iPhone;GBC DocuBind P50 Personal Binding Machine;563.024;11;0.2;190.0206
4868;CA2017122490;13/11/2017;18/11/2017;Standard Class;TT21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFFST10000991;Mobile Phones;OnePlus;Space Solutions HD Industrial Steel Shelving.;344.91;3;0;10.3473
4869;CA2017122490;13/11/2017;18/11/2017;Standard Class;TT21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFFLA10001613;Mobile Phones;HTC;Avery File Folder HTC;8.64;3;0;4.2336
4870;CA2017131366;24/11/2017;29/11/2017;Standard Class;SC20440;Shaun Chance;Corporate;United States;Lancaster;Pennsylvania;17602;East;TECPH10003437;Cameras ;Sony;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;89.988;2;0.4;14.998
4871;CA2017131366;24/11/2017;29/11/2017;Standard Class;SC20440;Shaun Chance;Corporate;United States;Lancaster;Pennsylvania;17602;East;OFFPA10000675;Mobile Phones;Pixel;Xerox 1919;229.544;7;0.2;83.2097
4872;CA2017164042;23/5/2017;27/5/2017;Standard Class;KL16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFFFA10000840;Mobile Phones;Nokia;OIC ThumbTacks;1.824;2;0.2;0.6156
4873;CA2017164042;23/5/2017;27/5/2017;Standard Class;KL16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFFAP10001947;Mobile Phones;Samsung;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;18.32;5;0.8;46.716
4874;CA2017164042;23/5/2017;27/5/2017;Standard Class;KL16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFFST10002301;Mobile Phones;OnePlus;Tennsco Commercial Shelving;48.816;3;0.2;11.5938
4875;CA2017164042;23/5/2017;27/5/2017;Standard Class;KL16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFFBI10001922;Mobile Phones;iPhone;Storex Dura Pro iPhone;1.188;1;0.8;1.9602
4876;CA2018132864;2/12/2018;7/12/2018;Standard Class;KN16390;Katherine Nockton;Corporate;United States;Columbus;Ohio;43229;East;TECAC10001267;Cameras ;Nikon;Imation 32GB Pocket Pro USB 3.0 Flash Drive  32 GB  Black  1 P ...;119.8;5;0.2;29.95
4877;US2018155817;3/10/2018;9/10/2018;Standard Class;SL20195;Sara Luxemburg;Home Office;United States;Durham;North Carolina;27707;South;OFFST10000532;Mobile Phones;OnePlus;Advantus Rolling Drawer Organizers;61.568;2;0.2;4.6176
4878;US2018155817;3/10/2018;9/10/2018;Standard Class;SL20195;Sara Luxemburg;Home Office;United States;Durham;North Carolina;27707;South;OFFAR10002335;Mobile Phones;LG;DIXON Oriole Pencils;6.192;3;0.2;0.4644
4879;US2016131891;29/7/2016;31/7/2016;First Class;PW19240;Pierre Wener;Consumer;United States;Pensacola;Florida;32503;South;OFFBI10000201;Mobile Phones;iPhone;Avery Triangle Shaped Sheet Lifters, Black, 2/Pack;2.214;3;0.7;1.476
4880;CA2017143567;2/11/2017;5/11/2017;Second Class;TB21175;Thomas Boland;Corporate;United States;Henderson;Kentucky;42420;South;OFFEN10004846;Mobile Phones;Motorola ;Letter or Legal Size Expandable Poly String Tie Motorola ;5.32;2;0;2.6068
4881;CA2017143567;2/11/2017;5/11/2017;Second Class;TB21175;Thomas Boland;Corporate;United States;Henderson;Kentucky;42420;South;FURCH10000454;Laptops;HP;Hon Deluxe Fabric Upholstered Stacking HP, Rounded Back;975.92;4;0;292.776
4882;CA2017143567;2/11/2017;5/11/2017;Second Class;TB21175;Thomas Boland;Corporate;United States;Henderson;Kentucky;42420;South;TECAC10004145;Cameras ;Nikon;Logitech diNovo Edge Keyboard;2249.91;9;0;517.4793
4883;CA2017143567;2/11/2017;5/11/2017;Second Class;TB21175;Thomas Boland;Corporate;United States;Henderson;Kentucky;42420;South;OFFST10001580;Mobile Phones;OnePlus;Super Decoflex Portable Personal File;59.92;4;0;16.7776
4884;CA2017104080;8/3/2017;15/3/2017;Standard Class;AH10210;Alan Hwang;Consumer;United States;Anaheim;California;92804;West;OFFBI10003876;Mobile Phones;iPhone;Green Canvas Binder for 81/2 x 14 Sheets;171.2;5;0.2;64.2
4885;CA2017104080;8/3/2017;15/3/2017;Standard Class;AH10210;Alan Hwang;Consumer;United States;Anaheim;California;92804;West;OFFAR10001972;Mobile Phones;LG;Newell 323;3.36;2;0;0.8736
4886;CA2018151379;16/12/2018;20/12/2018;Standard Class;SC20695;Steve Chapman;Corporate;United States;Detroit;Michigan;48227;Central;OFFPA10000595;Mobile Phones;Pixel;Xerox 1929;114.2;5;0;52.532
4887;CA2016163167;28/11/2016;1/12/2016;Second Class;RF19345;Randy Ferguson;Corporate;United States;Marietta;Georgia;30062;South;FURCH10004477;Laptops;HP;Global Push Button Managers Chair, Indigo;182.67;3;0;52.9743
4888;CA2016163167;28/11/2016;1/12/2016;Second Class;RF19345;Randy Ferguson;Corporate;United States;Marietta;Georgia;30062;South;TECAC10003441;Cameras ;Nikon;Kingston Digital DataTraveler 32GB USB 2.0;101.7;6;0;6.102
4889;CA2016163167;28/11/2016;1/12/2016;Second Class;RF19345;Randy Ferguson;Corporate;United States;Marietta;Georgia;30062;South;OFFST10004459;Mobile Phones;OnePlus;Tennsco SingleTier Lockers;1126.02;3;0;56.301
4890;CA2016163167;28/11/2016;1/12/2016;Second Class;RF19345;Randy Ferguson;Corporate;United States;Marietta;Georgia;30062;South;OFFST10003805;Mobile Phones;OnePlus;24 Capacity Maxi Data Binder Racks, Pearl;1263.3;6;0;315.825
4891;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFAR10001246;Mobile Phones;LG;Newell 317;8.82;3;0;2.5578
4892;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFPA10001295;Mobile Phones;Pixel;Computer Printout Pixelwith LetterTrim Perforations;37.94;2;0;18.2112
4893;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFAR10001231;Mobile Phones;LG;Sanford ELGhWrite Recycled Pencils, Medium Soft, #2;4.2;2;0;1.176
4894;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFST10002743;Mobile Phones;OnePlus;SAFCO Boltless Steel Shelving;227.28;2;0;2.2728
4895;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFPA10004327;Mobile Phones;Pixel;Xerox 1911;47.9;1;0;22.992
4896;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFEN10004773;Mobile Phones;Motorola ;Staple envelope;61.96;2;0;30.3604
4897;CA2016135776;23/12/2016;30/12/2016;Standard Class;EH13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFFST10003470;Mobile Phones;OnePlus;Tennsco SnapTogether Open Shelving Units, StLGer Sets and AddOn Units;1117.92;4;0;55.896
4898;US2018122021;15/10/2018;17/10/2018;First Class;AC10660;Anna Chung;Consumer;United States;Parma;Ohio;44134;East;FURCH10003761;Laptops;HP;Global Italian Leather Office Chair;183.372;2;0.3;7.8588
4899;US2018122021;15/10/2018;17/10/2018;First Class;AC10660;Anna Chung;Consumer;United States;Parma;Ohio;44134;East;OFFPA10002230;Mobile Phones;Pixel;Xerox 1897;7.968;2;0.2;2.8884
4900;CA2016130484;22/8/2016;27/8/2016;Standard Class;SG20470;Sheri Gordon;Consumer;United States;Gresham;Oregon;97030;West;OFFBI10000088;Mobile Phones;iPhone;GBC Imprintable Covers;26.352;8;0.7;18.4464
4901;CA2017120936;17/12/2017;21/12/2017;Standard Class;CA12310;Christine Abelman;Corporate;United States;Anaheim;California;92804;West;OFFST10001526;Mobile Phones;OnePlus;Iceberg Mobile Mega Data/Printer CLG ;481.32;4;0;125.1432
4902;CA2017120936;17/12/2017;21/12/2017;Standard Class;CA12310;Christine Abelman;Corporate;United States;Anaheim;California;92804;West;OFFSU10002557;Mobile Phones;Mi;Fiskars SpringAction Scissors;13.98;1;0;3.6348
4903;CA2017110884;7/3/2017;12/3/2017;Standard Class;SH20395;Shahid Hopkins;Consumer;United States;New York City;New York;10035;East;OFFBI10003669;Mobile Phones;iPhone;3M Organizer Strips;25.92;6;0.2;9.072
4904;CA2017110884;7/3/2017;12/3/2017;Standard Class;SH20395;Shahid Hopkins;Consumer;United States;New York City;New York;10035;East;OFFLA10003510;Mobile Phones;HTC;Avery 4027 File Folder HTC for Dot Matrix Printers, 5000 HTC per Box, White;91.59;3;0;42.1314
4905;US2018161613;1/12/2018;3/12/2018;Second Class;MC17605;Matt Connell;Corporate;United States;Houston;Texas;77070;Central;FURCH10003746;Laptops;HP;Hon 4070 Series Pagoda Round Back Stacking HP;674.058;3;0.3;19.2588
4906;US2018146353;14/10/2018;16/10/2018;Second Class;JE15610;Jim Epp;Corporate;United States;Concord;New Hampshire;3301;East;OFFBI10003476;Mobile Phones;iPhone;Avery Metallic Poly iPhone;22.92;4;0;11.0016
4907;US2018146353;14/10/2018;16/10/2018;Second Class;JE15610;Jim Epp;Corporate;United States;Concord;New Hampshire;3301;East;OFFST10001469;Mobile Phones;OnePlus;Fellowes Bankers Box Recycled Super Stor/Drawer;269.9;5;0;16.194
4908;CA2018133809;18/11/2018;23/11/2018;Second Class;MS17530;MaryBeth Skach;Consumer;United States;Fairfield;Ohio;45014;East;OFFBI10001757;Mobile Phones;iPhone;Pressboard Hanging Data iPhone for Unburst Sheets;11.808;8;0.7;8.6592
4909;CA2018133809;18/11/2018;23/11/2018;Second Class;MS17530;MaryBeth Skach;Consumer;United States;Fairfield;Ohio;45014;East;TECPH10004875;Cameras ;Sony;PNY Rapid USB Car Charger  Black;9.588;2;0.4;2.0774
4910;CA2017127306;14/1/2017;18/1/2017;Standard Class;BH11710;DataFlair;Consumer;United States;Johnson City;Tennessee;37604;South;OFFEN10001219;Mobile Phones;Motorola ;#10 4 1/8 x 9 1/2 SecurityTint Motorola ;18.336;3;0.2;6.6468
4911;CA2017127306;14/1/2017;18/1/2017;Standard Class;BH11710;DataFlair;Consumer;United States;Johnson City;Tennessee;37604;South;OFFPA10000019;Mobile Phones;Pixel;Xerox 1931;36.288;7;0.2;12.7008
4912;CA2017127306;14/1/2017;18/1/2017;Standard Class;BH11710;DataFlair;Consumer;United States;Johnson City;Tennessee;37604;South;TECPH10001924;Cameras ;Sony;iHome FM Clock Radio with Lightning Dock;111.984;2;0.2;6.999
4913;CA2017127306;14/1/2017;18/1/2017;Standard Class;BH11710;DataFlair;Consumer;United States;Johnson City;Tennessee;37604;South;OFFBI10002003;Mobile Phones;iPhone;Ibico Presentation Index for Binding Systems;5.97;5;0.7;4.577
4914;CA2017127306;14/1/2017;18/1/2017;Standard Class;BH11710;DataFlair;Consumer;United States;Johnson City;Tennessee;37604;South;OFFBI10003727;Mobile Phones;iPhone;Avery Durable Slant Ring iPhone With Label Holder;2.508;2;0.7;1.8392
